movie_ref,tmdb_title_norm,discogs_title_norm,tmdb_year,discogs_year,tmdb_genre,discogs_genre,discogs_style,hybrid_score
The Lord of the Rings: The Return of the King,making of the return of the king,howard shore the lord of the rings the return of the king,2004,2003,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",67.34
The Lord of the Rings: The Return of the King,making of the return of the king,howard shore the lord of the rings the return of the king,2004,2003,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",67.34
The Lord of the Rings: The Return of the King,making of the return of the king,howard shore the lord of the rings,2004,2003,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",55.11
The Lord of the Rings: The Return of the King,beyond the movie the return of the king,howard shore the lord of the rings the return of the king,2003,2003,"99, 36, 10770","Classical, Stage & Screen","Soundtrack, Score, Contemporary",69.53
The Lord of the Rings: The Return of the King,beyond the movie the return of the king,howard shore the lord of the rings the return of the king,2003,2003,"99, 36, 10770","Classical, Stage & Screen","Soundtrack, Score, Contemporary",69.53
The Lord of the Rings: The Return of the King,beyond the movie the return of the king,howard shore the lord of the rings,2003,2003,"99, 36, 10770","Classical, Stage & Screen","Soundtrack, Score, Contemporary",59.69
The Lord of the Rings: The Two Towers,lord of the rings the two towers,howard shore the lord of the rings the two towers,2002,2002,"12, 14, 28","Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",85.31
The Lord of the Rings: The Two Towers,lord of the rings the two towers,howard shore the lord of the rings the two towers,2002,2002,"12, 14, 28","Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",85.31
The Lord of the Rings: The Two Towers,lord of the rings the two towers,howard shore the lord of the rings the two towers,2002,2002,"12, 14, 28","Classical, Stage & Screen","Soundtrack, Score, Contemporary",85.31
The Lord of the Rings: The Two Towers,lord of the rings the two towers,howard shore the lord of the rings the two towers,2002,2003,"12, 14, 28",Stage & Screen,"Modern Classical, Score",85.31
The Lord of the Rings: The Two Towers,lord of the rings the two towers,howard shore the lord of the rings the two towers,2002,2002,"12, 14, 28","Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",85.31
The Lord of the Rings: The Two Towers,making of the two towers,howard shore the lord of the rings the two towers,2003,2002,99,"Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",65.39
The Lord of the Rings: The Two Towers,making of the two towers,howard shore the lord of the rings the two towers,2003,2002,99,"Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",65.39
The Lord of the Rings: The Two Towers,making of the two towers,howard shore the lord of the rings the two towers,2003,2002,99,"Classical, Stage & Screen","Soundtrack, Score, Contemporary",65.39
The Lord of the Rings: The Two Towers,making of the two towers,howard shore the lord of the rings the two towers,2003,2003,99,Stage & Screen,"Modern Classical, Score",65.39
The Lord of the Rings: The Two Towers,making of the two towers,howard shore the lord of the rings the two towers,2003,2002,99,"Classical, Stage & Screen","Neo-Romantic, Score, Contemporary",65.39
The Dark Knight Rises,dark knight rises,hans zimmer the dark knight rises,2012,2012,"28, 80, 18, 53","Classical, Stage & Screen","Score, Contemporary",77.6
The Dark Knight Rises,dark knight rises,hans zimmer the dark knight rises,2012,2012,"28, 80, 18, 53","Classical, Stage & Screen","Soundtrack, Score",77.6
The Dark Knight Rises,dark knight rises,hans zimmer the dark knight rises,2012,2012,"28, 80, 18, 53","Classical, Stage & Screen","Score, Contemporary",77.6
The Dark Knight Rises,fire rises the creation and impact of the dark knight trilogy,hans zimmer the dark knight rises,2013,2012,99,"Classical, Stage & Screen","Score, Contemporary",60.54
The Dark Knight Rises,fire rises the creation and impact of the dark knight trilogy,hans zimmer the dark knight rises,2013,2012,99,"Classical, Stage & Screen","Soundtrack, Score",60.54
The Dark Knight Rises,fire rises the creation and impact of the dark knight trilogy,hans zimmer the dark knight rises,2013,2014,99,"Classical, Stage & Screen","Score, Contemporary",60.54
The Dark Knight Rises,fire rises the creation and impact of the dark knight trilogy,hans zimmer the dark knight rises,2013,2012,99,"Classical, Stage & Screen","Score, Contemporary",60.54
The Dark Knight Rises,60 matt harvey the dark knight rises,hans zimmer the dark knight rises,2015,2014,99,"Classical, Stage & Screen","Score, Contemporary",73.29
The Lost World: Jurassic Park,lost world jurassic park,john williams the lost world jurassic park,1997,1997,"12, 28, 878",Stage & Screen,"Soundtrack, Score",80.91
The Lost World: Jurassic Park,lost world jurassic park,john williams the lost world jurassic park,1997,1997,"12, 28, 878",Stage & Screen,"Soundtrack, Score",80.91
The Matrix,matrix,various the matrix,1999,2000,"28, 878","Electronic, Rock, Stage & Screen","Breakbeat, Alternative Rock, Techno, Industrial",65.0
The Matrix,matrix resurrections,johnny klimek tom tykwer the matrix resurrections,2021,2022,"878, 28, 12",Stage & Screen,"Score, Soundtrack",70.58
The Matrix,matrix resurrections,johnny klimek tom tykwer the matrix resurrections,2021,2021,"878, 28, 12",Stage & Screen,"Score, Soundtrack",70.58
The Matrix,matrix resurrections,johnny klimek tom tykwer the matrix resurrections,2021,2022,"878, 28, 12",Stage & Screen,"Score, Soundtrack",70.58
The Matrix,matrix resurrections,johnny klimek tom tykwer the matrix resurrections,2021,2021,"878, 28, 12",Stage & Screen,"Score, Soundtrack",70.58
The Matrix,making the matrix,various the matrix,1999,2000,99,"Electronic, Rock, Stage & Screen","Breakbeat, Alternative Rock, Techno, Industrial",63.57
The Matrix,matrix generation,johnny klimek tom tykwer the matrix resurrections,2023,2022,"99, 10770",Stage & Screen,"Score, Soundtrack",42.75
The Matrix,matrix generation,johnny klimek tom tykwer the matrix resurrections,2023,2022,"99, 10770",Stage & Screen,"Score, Soundtrack",42.75
The Matrix,glitch in the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2022,99,Stage & Screen,"Score, Soundtrack",46.41
The Matrix,glitch in the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2021,99,Stage & Screen,"Score, Soundtrack",46.41
The Matrix,glitch in the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2022,99,Stage & Screen,"Score, Soundtrack",46.41
The Matrix,glitch in the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2021,99,Stage & Screen,"Score, Soundtrack",46.41
The Matrix,matrix revisited,various the matrix,2001,2000,99,"Electronic, Rock, Stage & Screen","Breakbeat, Alternative Rock, Techno, Industrial",61.66
The Matrix,matrix what is bullet time,various the matrix,1999,2000,99,"Electronic, Rock, Stage & Screen","Breakbeat, Alternative Rock, Techno, Industrial",50.48
The Matrix,sex and the matrix,various the matrix,2000,2000,35,"Electronic, Rock, Stage & Screen","Breakbeat, Alternative Rock, Techno, Industrial",62.89
The Matrix,delusions end breaking free of the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2022,99,Stage & Screen,"Score, Soundtrack",43.79
The Matrix,delusions end breaking free of the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2021,99,Stage & Screen,"Score, Soundtrack",43.79
The Matrix,delusions end breaking free of the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2022,99,Stage & Screen,"Score, Soundtrack",43.79
The Matrix,delusions end breaking free of the matrix,johnny klimek tom tykwer the matrix resurrections,2021,2021,99,Stage & Screen,"Score, Soundtrack",43.79
The Lion King,lion king,elton john tim rice hans zimmer the lion king,1994,1994,"10751, 16, 18, 12","Rock, Pop, Children's, Stage & Screen",Soundtrack,53.33
The Lion King,lion king,elton john tim rice hans zimmer the lion king,1994,1994,"10751, 16, 18, 12","Rock, Pop, Children's, Stage & Screen",Soundtrack,53.33
The Lion King,leo the lion king of the jungle,elton john tim rice hans zimmer the lion king,1994,1994,"16, 12, 10751","Rock, Pop, Children's, Stage & Screen",Soundtrack,55.99
The Lion King,leo the lion king of the jungle,elton john tim rice hans zimmer the lion king,1994,1994,"16, 12, 10751","Rock, Pop, Children's, Stage & Screen",Soundtrack,55.99
The Lion King,mufasa the lion king,various the lion king,2024,2024,"12, 10751, 16",Stage & Screen,Soundtrack,71.06
The Lion King,monkey king fight lion camel,various the lion king,2024,2024,"28, 14",Stage & Screen,Soundtrack,44.76
The Lion King,making of the lion king,elton john tim rice hans zimmer the lion king,1994,1994,99,"Rock, Pop, Children's, Stage & Screen",Soundtrack,53.59
The Lion King,making of the lion king,elton john tim rice hans zimmer the lion king,1994,1994,99,"Rock, Pop, Children's, Stage & Screen",Soundtrack,53.59
The Lion King,lion king at the hollywood bowl,various the lion king,2025,2024,"99, 10402",Stage & Screen,Soundtrack,53.0
The Lion King,death of the lion kings,elton john tim rice hans zimmer the lion king,1993,1994,18,"Rock, Pop, Children's, Stage & Screen",Soundtrack,60.14
The Lion King,death of the lion kings,elton john tim rice hans zimmer the lion king,1993,1994,18,"Rock, Pop, Children's, Stage & Screen",Soundtrack,60.14
The Lion King,simba the king lion the final battle,elton john tim rice hans zimmer the lion king,1995,1994,"10751, 16","Rock, Pop, Children's, Stage & Screen",Soundtrack,53.54
The Lion King,simba the king lion the final battle,elton john tim rice hans zimmer the lion king,1995,1994,"10751, 16","Rock, Pop, Children's, Stage & Screen",Soundtrack,53.54
The Lion King,musical the lion king,elton john tim rice hans zimmer the lion king,,1994,,"Rock, Pop, Children's, Stage & Screen",Soundtrack,57.94
The Lion King,musical the lion king,various the lion king,,2024,,Stage & Screen,Soundtrack,69.28
The Lion King,musical the lion king,elton john tim rice hans zimmer the lion king,,1994,,"Rock, Pop, Children's, Stage & Screen",Soundtrack,57.94
The Pianist,pianist,various and inspired by the pianist,2002,2002,"18, 10752","Classical, Stage & Screen","Soundtrack, Contemporary, Romantic",53.33
The Pianist,pianist,ennio morricone the legend of 1900,2018,2017,"35, 18","Classical, Stage & Screen","Soundtrack, Score, Classical",26.52
The Pianist,pianist,ennio morricone the legend of 1900,2021,2020,,"Classical, Stage & Screen","Soundtrack, Score, Classical",26.52
The Pianist,el pianist musician in the time of sahwa,ennio morricone the legend of 1900,2019,2020,99,"Classical, Stage & Screen","Soundtrack, Score, Classical",43.38
The Pianist,pianist of yarmouk,ennio morricone the legend of 1900,2017,2017,99,"Classical, Stage & Screen","Soundtrack, Score, Classical",30.0
The Pianist,beyond perfection the pianist arturo benedetti michelangeli,ennio morricone the legend of 1900,2020,2020,99,"Classical, Stage & Screen","Soundtrack, Score, Classical",43.34
The Pianist,pianist of willesden lane,various and inspired by the pianist,2012,2011,,"Classical, Stage & Screen","Soundtrack, Contemporary, Romantic",45.87
The Pianist,pianist under the starry sky,various and inspired by the pianist,,2002,"18, 10402","Classical, Stage & Screen","Soundtrack, Contemporary, Romantic",41.98
The Pianist,pianist under the starry sky,ennio morricone the legend of 1900,,2017,"18, 10402","Classical, Stage & Screen","Soundtrack, Score, Classical",35.08
The Pianist,pianist under the starry sky,carl davis the french lieutenant woman,,1981,"18, 10402",Stage & Screen,Soundtrack,39.58
The Pianist,pianist under the starry sky,various and inspired by the pianist,,2011,"18, 10402","Classical, Stage & Screen","Soundtrack, Contemporary, Romantic",41.98
The Pianist,pianist under the starry sky,ennio morricone the legend of 1900,,2020,"18, 10402","Classical, Stage & Screen","Soundtrack, Score, Classical",35.08
The Pianist,romantic in the soul the conductor and pianist igor svara,ennio morricone the legend of 1900,2017,2017,"99, 10402","Classical, Stage & Screen","Soundtrack, Score, Classical",38.73
The Professional (Léon),leon the professional,eric serra the professional,1994,1994,"80, 18, 28",Stage & Screen,Score,79.34
The Revenant,revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2015,"37, 18, 12","Classical, Stage & Screen","Soundtrack, Score",48.36
The Revenant,revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2016,"37, 18, 12","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",48.36
The Revenant,revenant,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,2015,2016,"37, 18, 12","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",43.18
The Revenant,revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2015,"37, 18, 12","Classical, Stage & Screen","Soundtrack, Score",48.36
The Revenant,last revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2017,2016,27,"Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",52.12
The Revenant,last revenant,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,2017,2016,27,"Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",44.77
The Revenant,world unseen the revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2016,2015,99,"Classical, Stage & Screen","Soundtrack, Score",45.28
The Revenant,world unseen the revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2016,2016,99,"Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",45.28
The Revenant,world unseen the revenant,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,2016,2016,99,"Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",39.79
The Revenant,world unseen the revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2016,2015,99,"Classical, Stage & Screen","Soundtrack, Score",45.28
The Revenant,reveries of the solitary revenant,ryuichi sakamoto alva noto bryce dessner the revenant,,2015,"18, 36","Classical, Stage & Screen","Soundtrack, Score",54.56
The Revenant,reveries of the solitary revenant,ryuichi sakamoto alva noto bryce dessner the revenant,,2016,"18, 36","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",54.56
The Revenant,reveries of the solitary revenant,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,,2016,"18, 36","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",48.02
The Revenant,reveries of the solitary revenant,ryuichi sakamoto alva noto bryce dessner the revenant,,2015,"18, 36","Classical, Stage & Screen","Soundtrack, Score",54.56
The Revenant,reveries of the solitary revenant,ryuichi sakamoto alva noto bryce dessner the revenant,,2023,"18, 36","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",54.56
The Revenant,spirit whisker the revenant,ryuichi sakamoto alva noto bryce dessner the revenant,2024,2023,"27, 9648, 53","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",50.67
The Revenant,revenant princess,ryuichi sakamoto alva noto bryce dessner the revenant,2024,2023,27,"Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",47.2
The Revenant,revenge,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2015,"18, 53","Classical, Stage & Screen","Soundtrack, Score",35.43
The Revenant,revenge,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2016,"18, 53","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",35.43
The Revenant,revenge,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,2015,2016,"18, 53","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",31.43
The Revenant,revenge,ryuichi sakamoto alva noto bryce dessner the revenant,2015,2015,"18, 53","Classical, Stage & Screen","Soundtrack, Score",35.43
The Revenant,revenge,ryuichi sakamoto alva noto bryce dessner the revenant,2017,2016,"53, 28","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",35.43
The Revenant,revenge,ryuichi sakamoto and alva noto additional music by bryce dessner the revenant,2017,2016,"53, 28","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",31.43
The Revenant,money revenge,ryuichi sakamoto alva noto bryce dessner the revenant,2023,2023,"18, 80","Classical, Stage & Screen","Neo-Classical, Modern, Soundtrack, Score",37.55
The Road Warrior,road warrior,brian may mad max the road warrior,2013,,18,"Electronic, Stage & Screen","Modern Classical, Score",66.52
The Road Warrior,rv nation the culture of road warriors,brian may mad max the road warrior,2006,,"99, 35","Electronic, Stage & Screen","Modern Classical, Score",58.11
The Road Warrior,road warriors,brian may the road warrior mad max,1987,1988,"28, 80",Stage & Screen,"Soundtrack, Score",63.44
The Road Warrior,road warriors,brian may mad max the road warrior,1987,,"28, 80","Electronic, Stage & Screen","Modern Classical, Score",64.54
The Road Warrior,road war the making of the road warrior,brian may mad max the road warrior,2016,,99,"Electronic, Stage & Screen","Modern Classical, Score",63.24
The Road Warrior,road warriors the life death of the most dominant tag team in wrestling history,brian may mad max the road warrior,2005,,"18, 28","Electronic, Stage & Screen","Modern Classical, Score",45.39
The Road Warrior,saxon warriors of the road the saxon chronicles part ii,brian may mad max the road warrior,2014,,10402,"Electronic, Stage & Screen","Modern Classical, Score",52.75
The Road Warrior,road warriors,brian may mad max the road warrior,1960,,,"Electronic, Stage & Screen","Modern Classical, Score",64.54
The Road Warrior,wwe road warriors the life death of the most dominant tag team in wrestling history,brian may mad max the road warrior,2005,,99,"Electronic, Stage & Screen","Modern Classical, Score",45.52
The Road Warrior,mad max,brian may the road warrior,1981,1982,"12, 28, 53, 878","Electronic, Stage & Screen","Modern Classical, Score",38.35
The Road Warrior,mad max,brian may the road warrior,1981,1982,"12, 28, 53, 878","Electronic, Stage & Screen","Modern Classical, Score",38.35
The Road Warrior,mad max,brian may mad max the road warrior,1981,,"12, 28, 53, 878","Electronic, Stage & Screen","Modern Classical, Score",53.9
The Martian,martian,various harry gregson williams the martian,2015,2015,"18, 12, 878","Electronic, Rock, Stage & Screen","Soundtrack, Score, Disco, Modern Classical, Ambient",50.0
The Martian,martian successor nadesico the motion picture prince of darkness,danny elfman mars attacks,1998,1997,"16, 878, 18, 28","Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",32.45
The Martian,martian successor nadesico the motion picture prince of darkness,danny elfman mars attacks,1998,1997,"16, 878, 18, 28",Stage & Screen,"Soundtrack, Score",32.45
The Martian,last two martians on mars,danny elfman mars attacks,1997,1997,16,"Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",43.0
The Martian,last two martians on mars,danny elfman mars attacks,1997,1997,16,Stage & Screen,"Soundtrack, Score",43.0
The Martian,martians are coming the making of invaders from mars,various harry gregson williams the martian,2015,2015,99,"Electronic, Rock, Stage & Screen","Soundtrack, Score, Disco, Modern Classical, Ambient",45.84
The Martian,marvin the martian space tunes,danny elfman mars attacks,1998,1997,16,"Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",42.67
The Martian,marvin the martian space tunes,danny elfman mars attacks,1998,1997,16,Stage & Screen,"Soundtrack, Score",42.67
The Martian,marvin the martian in the third dimension,danny elfman mars attacks,1996,1997,16,"Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",37.62
The Martian,marvin the martian in the third dimension,danny elfman mars attacks,1996,1997,16,Stage & Screen,"Soundtrack, Score",37.62
The Martian,secret aesthetics of the martian spies,danny elfman mars attacks,1997,1997,,"Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",41.45
The Martian,secret aesthetics of the martian spies,danny elfman mars attacks,1997,1997,,Stage & Screen,"Soundtrack, Score",41.45
The Martian,long way home making the martian,various harry gregson williams the martian,2016,2015,99,"Electronic, Rock, Stage & Screen","Soundtrack, Score, Disco, Modern Classical, Ambient",57.47
The Martian,marvin the martian k9 50 years on earth,danny elfman mars attacks,1998,1997,16,"Electronic, Jazz, Funk / Soul, Pop, Classical, Brass & Military, Folk, World, & Country, Stage & Screen","Marches, Country, Modern Classical, Contemporary, Vocal, Soul, Soundtrack, Smooth Jazz, Score, Abstract, Folk",45.29
The Martian,marvin the martian k9 50 years on earth,danny elfman mars attacks,1998,1997,16,Stage & Screen,"Soundtrack, Score",45.29
The Royal Tenenbaums,royal tenenbaums,various the royal tenenbaums,2001,2001,"35, 18","Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",80.91
The Royal Tenenbaums,royal tenenbaums,various the royal tenenbaums,2001,2001,"35, 18","Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",80.91
The Royal Tenenbaums,royal tenenbaums,various the royal tenenbaums,2001,2002,"35, 18","Rock, Stage & Screen","Folk Rock, Punk, Soundtrack, Theme, Score, Classic Rock",80.91
The Royal Tenenbaums,peter bradley show the royal tenenbaums,various the royal tenenbaums,2002,2001,"99, 35","Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",67.67
The Royal Tenenbaums,peter bradley show the royal tenenbaums,various the royal tenenbaums,2002,2001,"99, 35","Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",67.67
The Royal Tenenbaums,peter bradley show the royal tenenbaums,various the royal tenenbaums,2002,2002,"99, 35","Rock, Stage & Screen","Folk Rock, Punk, Soundtrack, Theme, Score, Classic Rock",67.67
The Royal Tenenbaums,making the royal tenenbaums,various the royal tenenbaums,,2001,,"Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",77.16
The Royal Tenenbaums,making the royal tenenbaums,various the royal tenenbaums,,2022,,"Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock, Classic Rock",77.16
The Royal Tenenbaums,making the royal tenenbaums,various the royal tenenbaums,,2001,,"Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Classic Rock, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock",77.16
The Royal Tenenbaums,making the royal tenenbaums,various the royal tenenbaums,,2023,,"Jazz, Rock, Reggae, Pop, Classical, Stage & Screen","Folk Rock, Punk, Soundtrack, Score, Alternative Rock, Indie Rock, Pop Rock, Classic Rock",77.16
The Royal Tenenbaums,making the royal tenenbaums,various the royal tenenbaums,,2002,,"Rock, Stage & Screen","Folk Rock, Punk, Soundtrack, Theme, Score, Classic Rock",77.16
The Shape of Water,shape of water,alexandre desplat the shape of water,2017,2017,"18, 14, 10749",Stage & Screen,"Score, Soundtrack",69.2
The Shape of Water,shape of water,alexandre desplat the shape of water,2017,2018,"18, 14, 10749",Stage & Screen,"Score, Soundtrack",69.2
The Shape of Water,shape of water,alexandre desplat the shape of water,2017,2017,"18, 14, 10749",Stage & Screen,"Score, Soundtrack",69.2
The Shape of Water,shape of water,alexandre desplat the shape of water,2017,2017,"18, 14, 10749",Stage & Screen,"Score, Soundtrack",69.2
The Shawshank Redemption,shawshank redemption,thomas newman the shawshank redemption,1994,1994,"18, 80","Jazz, Classical, Folk, World, & Country, Stage & Screen","Soundtrack, Afro-Cuban Jazz, Score",78.28
The Shawshank Redemption,shawshank redemption,thomas newman the shawshank redemption,1994,,"18, 80","Jazz, Classical, Folk, World, & Country, Stage & Screen","Soundtrack, Afro-Cuban Jazz, Score",78.28
The Shawshank Redemption,hope springs eternal look back at the shawshank redemption,thomas newman the shawshank redemption,2004,,99,"Jazz, Classical, Folk, World, & Country, Stage & Screen","Soundtrack, Afro-Cuban Jazz, Score",63.92
The Social Network,social network,trent reznor and atticus ross the social network,2010,2010,18,"Electronic, Stage & Screen","Soundtrack, Downtempo",61.61
The Social Network,social network,trent reznor atticus ross the social network,2010,2011,18,Stage & Screen,Score,63.79
The Social Network,real social network,trent reznor atticus ross the social network,2012,2011,99,Stage & Screen,Score,65.21
The Social Network,murder on the social network,trent reznor and atticus ross the social network,,2010,99,"Electronic, Stage & Screen","Soundtrack, Downtempo",65.23
The Social Network,murder on the social network,trent reznor atticus ross the social network,,2011,99,Stage & Screen,Score,67.48
The Social Network,murder on the social network,trent reznor and atticus ross gone girl,,2014,99,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",40.02
The Social Network,murder on the social network,trent reznor and atticus ross gone girl,,2014,99,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",40.02
The Social Network,murder on the social network,daniel pemberton the man from,,2021,99,"Latin, Pop, Classical, Stage & Screen","Score, Soundtrack",48.18
The Social Network,social network collection,trent reznor and atticus ross the social network,,2010,,"Electronic, Stage & Screen","Soundtrack, Downtempo",54.14
The Social Network,social network collection,trent reznor atticus ross the social network,,2011,,Stage & Screen,Score,56.03
The Social Network,social network collection,trent reznor and atticus ross gone girl,,2014,,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",32.12
The Social Network,social network collection,trent reznor and atticus ross gone girl,,2014,,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",32.12
The Social Network,social network collection,daniel pemberton the man from,,2021,,"Latin, Pop, Classical, Stage & Screen","Score, Soundtrack",32.45
The Social Network,days without social networks,daniel pemberton the man from,2021,2021,35,"Latin, Pop, Classical, Stage & Screen","Score, Soundtrack",38.18
The Social Network,chicagogirl,trent reznor and atticus ross gone girl,2013,2014,99,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",34.8
The Social Network,chicagogirl,trent reznor and atticus ross gone girl,2013,2014,99,"Electronic, Stage & Screen","Dark Ambient, Soundtrack",34.8
The Thin Red Line,thin red line,hans zimmer the thin red line,1998,1999,"18, 36, 10752","Classical, Stage & Screen","Score, Soundtrack, Classical",73.33
The Thin Red Line,thin red line,hans zimmer the thin red line,1998,1999,"18, 36, 10752","Classical, Stage & Screen","Score, Soundtrack, Classical",73.33
The Thin Red Line,thin red line,hans zimmer the thin red line,1998,1999,"18, 36, 10752",Stage & Screen,Score,73.33
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,1965,1965,"18, 10751, 10402, 10749","Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,1965,1965,"18, 10751, 10402, 10749","Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer conducted by irwin kostal the sound of music,1965,1965,"18, 10751, 10402, 10749","Pop, Stage & Screen","Soundtrack, Vocal",46.9
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,1965,1965,"18, 10751, 10402, 10749","Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,,1965,,"Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,,1965,,"Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer conducted by irwin kostal the sound of music,,1965,,"Pop, Stage & Screen","Soundtrack, Vocal",46.9
The Sound of Music,sound of music,rodgers and hammerstein julie andrews christopher plummer irwin kostal the sound of music,,1965,,"Pop, Stage & Screen","Soundtrack, Vocal",49.03
The Sound of Music,sound of music,vangelis 1492 conquest of paradise,,1992,,"Electronic, Classical, Stage & Screen","Soundtrack, Score, Instrumental, Modern Classical, Ambient, Theme",36.19
The Sound of Music,sound of music,vangelis 1492 conquest of paradise,1992,1992,"16, 35","Electronic, Classical, Stage & Screen","Soundtrack, Score, Instrumental, Modern Classical, Ambient, Theme",36.19
